日期,平均温度 (°F),平均湿度 (%),平均露点(°F),平均气压（英寸）,平均风速（mph）,平均阵风速度（mph）,平均方向（°deg）,月降水量（in）年,降水量（in ）,每分钟最大雨量,最高温度（°F）,最低温度（°F）,最高湿度（％）,最低湿度（％）,最高压力,最低压力,最大风速（mph）,最大阵风速度（mph）,最大热量指数（°F）,日期,月份,压力差
10/13/2014,41.4,41,18.2,30.1,6.5,10.7,284,0.75,10.71,0,56.2,27.8,70,23,30.161,30.012,15,26.5,52.5,10/13/2014,10,0.149
10/2/2014,44.2,39,19.9,30,7.6,12.4,271,0.16,10.12,0,56.2,36.6,80,27,30.058,29.879,21.9,34.5,53.5,10/2/2014,10,0.179
10/3/2014,44.6,43,18.8,30.2,7.1,11.1,320,0.16,10.12,0,56.2,26.6,86,15,30.295,30.022,18.4,34.5,58.7,10/3/2014,10,0.273
10/4/2014,54.9,25,19.6,29.9,8.7,14.4,298,0.16,10.12,0,56.2,47.3,33,15,30.023,29.747,19.6,34.5,73.5,10/4/2014,10,0.276
10/5/2014,55,32,24.3,29.8,6.9,11.1,287,0.16,10.12,0,56.2,45.8,46,17,29.88,29.699,17.3,26.5,66.9,10/5/2014,10,0.181
10/6/2014,58.8,27,24.4,29.7,11.9,18.9,291,0.16,10.12,0,56.2,56.7,28,22,29.794,29.662,19.6,33.4,64.5,10/6/2014,10,0.132
10/7/2014,57.5,31,25.4,29.8,7.8,11.8,272,0.16,10.12,0,56.2,38.6,62,18,29.937,29.656,29.9,34.5,75.2,10/7/2014,10,0.281
10/8/2014,50.4,49,29.4,29.9,1.2,2.3,144,0.16,10.12,0,56.2,34.9,74,15,30.063,29.749,10.4,16.1,74.9,10/8/2014,10,0.314
10/9/2014,43.5,76,36.2,30,1.5,2.6,115,0.73,10.69,0,56.2,38.3,92,54,30.131,29.767,11.5,18.4,53.1,10/9/2014,10,0.364
10/10/2014,43.1,83,37.9,30.1,1.3,2.6,141,0.74,10.7,0,56.1,36.5,94,57,30.187,30.011,8.1,12.7,53.1,10/10/2014,10,0.176
9/21/2014,56,60,42.1,30,2.6,4.4,50,0.54,9.37,0,56.1,46.2,83,41,30.113,29.914,11.5,17.3,77.5,9/21/2014,9,0.199
9/22/2014,54.1,70,43.4,29.9,3.6,5.8,265,0.69,9.52,0,56.1,44.1,91,32,30.025,29.776,15,21.9,67.8,9/22/2014,9,0.249
9/23/2014,57.2,55,39.4,29.9,3.4,5.8,288,0.7,9.53,0,56.1,45.1,91,28,29.986,29.804,20.7,31.1,76.8,9/23/2014,9,0.182
9/24/2014,58,51,37.3,30,1.7,3.3,135,0.7,9.53,0,56,42.6,78,21,30.089,29.917,8.1,12.7,77,9/24/2014,9,0.172
9/25/2014,58.2,52,36.9,29.9,1.6,3,154,0.7,9.53,0,56,37.6,89,21,30.146,29.781,9.2,12.7,78.2,9/25/2014,9,0.365
9/26/2014,60.6,48,37.2,29.8,1.8,3.3,124,0.7,9.53,0,56,40.1,85,17,29.956,29.65,13.8,17.3,80,9/26/2014,9,0.306
9/27/2014,58.4,48,35.6,29.7,2.2,4,85,0.7,9.53,0,56,39.8,82,21,29.839,29.595,11.5,18.4,77.6,9/27/2014,9,0.244
9/28/2014,49.5,73,40.9,29.8,2.2,3.8,107,1.03,9.86,0,56,37.2,93,50,29.949,29.687,11.5,18.4,64.2,9/28/2014,9,0.262
9/29/2014,48.4,79,42.1,29.7,2.6,4.5,283,1.13,9.96,0,56,41.6,94,56,29.875,29.596,11.5,19.6,56.2,9/29/2014,9,0.279
9/30/2014,47.3,51,29.7,29.7,9.9,15.3,255,1.13,9.96,0,56,43.6,64,37,29.738,29.585,23,34.5,55.6,9/30/2014,9,0.153
10/1/2014,45.6,60,31.8,29.7,3.2,5.7,259,0.15,10.11,0,56,38.1,89,38,29.884,29.619,13.8,25.3,54.4,10/1/2014,10,0.265
9/8/2014,56.9,56,40.1,29.8,3.8,6.2,259,0.21,9.04,0,56,42.3,82,27,29.909,29.639,13.8,24.2,77.3,9/8/2014,9,0.27
9/9/2014,57,64,44.3,29.6,4.6,7,263,0.35,9.18,0,56,49.8,92,40,29.687,29.493,18.4,24.2,77.4,9/9/2014,9,0.194
9/10/2014,54.4,63,39.2,29.8,3.1,5.1,285,0.49,9.32,0,56,46.2,94,23,29.891,29.689,16.1,25.3,75.8,9/10/2014,9,0.202
9/11/2014,44.8,79,38.2,30,4.5,7.5,56,0.52,9.35,0,55.9,30.9,92,55,30.298,29.746,12.7,16.1,54.7,9/11/2014,9,0.552
9/12/2014,34.8,78,28.1,30.4,2,3.8,67,0.53,9.36,0,55.9,26.9,90,45,30.485,30.26,8.1,11.5,48.3,9/12/2014,9,0.225
9/13/2014,52.9,44,26.4,30,4,6.6,283,0.53,9.36,0,55.9,25.7,89,13,30.302,29.765,17.3,25.3,75.6,9/13/2014,9,0.537
9/14/2014,53.8,52,31.5,29.9,3.1,5.1,275,0.53,9.36,0,55.9,32.7,91,15,30.136,29.81,21.9,29.9,77.1,9/14/2014,9,0.326
9/15/2014,52.7,62,38.7,30,2.2,3.7,39,0.53,9.36,0,55.9,36.3,87,35,30.158,29.865,11.5,16.1,77.4,9/15/2014,9,0.293
9/16/2014,57.4,50,33.6,30,2.3,4.1,327,0.53,9.36,0,55.9,36.5,87,14,30.151,29.815,13.8,20.7,78.9,9/16/2014,9,0.336
9/17/2014,55.8,52,35.2,29.8,2.3,3.9,97,0.54,9.37,0,55.9,38.5,77,14,29.999,29.748,21.9,27.6,78.4,9/17/2014,9,0.251
9/20/2014,65.1,46,42.6,30,3.9,6.6,84,0.54,9.37,0,55.9,53.9,67,25,30.057,29.898,16.1,19.6,77.3,9/20/2014,9,0.159
9/3/2014,63,38,30.6,29.6,5.1,7.6,273,0,8.83,0,55.9,39.6,78,11,29.745,29.464,20.7,31.1,80.1,9/3/2014,9,0.281
9/4/2014,57.6,51,38,29.7,3.1,5.3,50,0.09,8.92,0,55.9,48.6,91,27,29.903,29.523,15,19.6,77.5,9/4/2014,9,0.38
9/5/2014,48.8,88,45.3,30.1,2.3,4.1,68,0.2,9.03,0,55.9,45.1,92,70,30.194,29.9,11.5,12.7,54.7,9/5/2014,9,0.294
9/6/2014,52.7,74,43.6,30.1,1.7,3.2,98,0.2,9.03,0,55.8,37.5,95,42,30.248,29.989,10.4,13.8,67.3,9/6/2014,9,0.259
9/7/2014,56.3,57,37.2,29.9,3.4,5.3,278,0.21,9.04,0,55.8,37.9,93,15,30.054,29.733,17.3,26.5,77.1,9/7/2014,9,0.321
9/1/2014,54.4,50,31.4,29.8,3.4,5.8,283,0,8.83,0,55.8,36,92,19,29.898,29.741,15,25.3,75.3,9/1/2014,9,0.157
9/2/2014,58.3,44,30.6,29.8,3.6,6,291,0,8.83,0,55.8,33.4,84,13,29.986,29.634,20.7,28.8,80.2,9/2/2014,9,0.352
8/24/2014,59.2,36,31.1,29.7,8.1,11.7,258,0.53,8.57,0,55.7,49.5,62,20,29.849,29.675,19.6,27.6,75.9,8/24/2014,8,0.174
8/25/2014,56.7,64,43.9,29.9,1.9,3.6,126,0.6,8.64,0,55.7,45.5,90,36,29.985,29.783,9.2,11.5,77.5,8/25/2014,8,0.202
8/26/2014,55,71,44.3,29.9,1.9,3.4,320,0.6,8.64,0,55.7,42.1,93,26,30.05,29.835,15,18.4,77.5,8/26/2014,8,0.215
8/27/2014,57.1,63,42.6,29.9,4,6.4,274,0.68,8.72,0,55.7,49.2,92,28,29.941,29.771,19.6,28.8,77.4,8/27/2014,8,0.17
8/28/2014,56.8,51,38.6,29.8,4.3,7,275,0.68,8.72,0,55.7,51.6,67,34,29.951,29.764,13.8,19.6,67.1,8/28/2014,8,0.187
8/29/2014,58,53,39.9,29.8,3.8,6.1,288,0.68,8.72,0,55.7,45.7,82,25,29.904,29.747,17.3,21.9,77.4,8/29/2014,8,0.157
8/30/2014,56.3,60,38.9,29.8,3.8,6,272,0.73,8.77,0,55.7,39.9,90,21,29.971,29.66,19.6,29.9,77.3,8/30/2014,8,0.311
8/31/2014,54.6,63,40.4,29.7,4,6.4,269,0.79,8.83,0,55.7,44.2,92,27,29.786,29.587,19.6,33.4,77.4,8/31/2014,8,0.199
8/11/2014,58.5,59,41.6,30.1,1.8,3.4,96,0.32,8.36,0,55.7,40.1,94,27,30.234,29.999,11.5,18.4,77.4,8/11/2014,8,0.235
8/12/2014,61.7,51,39.8,30,1.7,3.1,139,0.32,8.36,0,55.7,40.9,88,19,30.09,29.824,9.2,24.2,78.5,8/12/2014,8,0.266
8/13/2014,62,59,46.2,29.8,2,3.4,277,0.37,8.41,0,55.7,47.9,81,26,29.952,29.669,17.3,21.9,79.7,8/13/2014,8,0.283
8/14/2014,63.1,61,48.9,29.7,1.7,3,276,0.38,8.42,0,55.6,53.8,81,36,29.778,29.621,12.7,20.7,77.5,8/14/2014,8,0.157
8/15/2014,64.1,48,42.9,29.8,5.4,8.2,244,0.38,8.42,0,55.6,49.9,76,27,29.871,29.71,16.1,25.3,77.8,8/15/2014,8,0.161
8/16/2014,67.8,34,35.5,29.8,3.4,5.8,281,0.38,8.42,0,55.6,51.4,57,14,29.894,29.693,12.7,19.6,80.7,8/16/2014,8,0.201
8/17/2014,63.8,40,34,29.8,2.3,4.1,283,0.38,8.42,0,55.6,42.9,74,10,29.926,29.719,12.7,20.7,81.5,8/17/2014,8,0.207
8/18/2014,61.4,44,36.6,29.8,2.6,4.3,223,0.38,8.42,0,55.6,42.1,76,13,29.868,29.669,17.3,29.9,78.3,8/18/2014,8,0.199
8/19/2014,61.5,49,39,29.7,3.7,6,261,0.38,8.42,0,55.6,43.2,86,20,29.763,29.481,17.3,26.5,77.6,8/19/2014,8,0.282
8/20/2014,64.8,44,41.1,29.6,6,9.1,263,0.38,8.42,0,55.6,53.2,72,24,29.681,29.474,20.7,27.6,77.4,8/20/2014,8,0.207
8/21/2014,64.3,43,40.1,29.7,5.6,8.5,265,0.38,8.42,0,55.6,53.9,60,22,29.783,29.6,15,21.9,77.5,8/21/2014,8,0.183
8/22/2014,58.8,71,48.5,29.8,1.5,2.9,112,0.44,8.48,0,55.6,50.7,91,44,29.925,29.675,8.1,13.8,67.2,8/22/2014,8,0.25
8/23/2014,57.2,56,40.1,29.7,7.5,11.5,258,0.53,8.57,0,55.6,48.2,93,32,29.729,29.6,21.9,33.4,77.4,8/23/2014,8,0.129
8/10/2014,56,71,46.2,30,1.6,2.9,5,0.31,8.35,0,55.6,43.6,91,50,30.158,29.925,10.4,12.7,66.8,8/10/2014,8,0.233
7/28/2014,61.7,72,51.4,30,2.1,3.6,33,2.64,6.68,0,55.6,47.6,95,36,30.12,29.858,10.4,17.3,77.7,7/28/2014,7,0.262
7/29/2014,56.9,83,51.4,29.9,1.3,2.5,190,3.08,7.12,0,55.4,50,93,48,29.991,29.82,10.4,13.8,77,7/29/2014,7,0.171
7/30/2014,62.9,58,44.8,29.8,3.3,5.5,286,4,8.04,0,55.4,38.3,95,9,30.149,29.495,24.2,33.4,87.3,7/30/2014,7,0.654
7/31/2014,56.2,71,46,30,1.2,2.5,183,4,8.04,0,55.4,45.2,92,44,30.107,29.935,10.4,12.7,77.5,7/31/2014,7,0.172
8/1/2014,60.6,55,43.4,30,2,3.8,134,0,8.04,0,55.4,46.4,82,40,30.067,29.963,10.4,16.1,67.9,8/1/2014,8,0.104
8/2/2014,65.7,43,40.1,30,3,6.1,69,0,8.04,0,55.4,39.2,91,20,30.137,29.909,11.5,16.1,76.9,8/2/2014,8,0.228
8/3/2014,61.2,56,43.3,29.9,1.7,3.2,57,0,8.04,0,55.3,42.9,89,25,30.005,29.778,10.4,13.8,78,8/3/2014,8,0.227
8/4/2014,59.1,65,46.3,29.8,2.3,3.8,302,0.05,8.09,0,55.3,45.7,86,31,30.021,29.764,13.8,19.6,77.5,8/4/2014,8,0.257
8/5/2014,58.3,74,48.9,29.9,2.7,4.5,300,0.16,8.2,0,55.3,49.2,89,34,29.954,29.786,20.7,26.5,77.5,8/5/2014,8,0.168
8/6/2014,64,51,42.3,29.8,5.7,8.7,251,0.16,8.2,0,55.3,49.4,85,15,29.914,29.694,17.3,25.3,77.4,8/6/2014,8,0.22
8/7/2014,58.7,62,44.5,29.8,2.3,3.9,360,0.2,8.24,0,55.3,46.1,88,28,29.949,29.719,15,19.6,77.6,8/7/2014,8,0.23
8/8/2014,58,56,39.7,29.9,2.5,4.2,279,0.2,8.24,0,55.3,39.6,91,22,29.977,29.766,17.3,31.1,77.5,8/8/2014,8,0.211
8/9/2014,59.1,57,40.7,29.9,2.8,4.7,234,0.2,8.24,0,55.3,42.5,89,20,29.987,29.799,16.1,26.5,78.7,8/9/2014,8,0.188
7/21/2014,68.4,39,39.9,29.7,3.5,5.6,275,2.21,6.25,0,55.3,52.6,65,17,29.822,29.659,13.8,20.7,83.1,7/21/2014,7,0.163
7/22/2014,67.3,45,42.6,29.9,3,5.2,52,2.21,6.25,0,55.2,46.1,73,12,29.986,29.817,13.8,21.9,80.8,7/22/2014,7,0.169
7/23/2014,64.4,63,50.7,29.9,2.9,4.9,18,2.26,6.3,0,55.2,48.6,87,33,30.036,29.782,17.3,21.9,81.9,7/23/2014,7,0.254
7/24/2014,72.5,35,42,29.7,7.7,11.9,259,2.26,6.3,0,55.2,55.4,64,24,29.865,29.507,24.2,33.4,80,7/24/2014,7,0.358
7/25/2014,71,39,43.7,29.6,7,10.5,244,2.39,6.43,0,55.1,59.9,85,20,29.752,29.524,18.4,27.6,81.7,7/25/2014,7,0.228
7/26/2014,67.7,46,45.2,29.7,4.3,6.7,255,2.45,6.49,0,55.1,53.8,79,27,29.892,29.578,17.3,24.2,79.1,7/26/2014,7,0.314
7/27/2014,59.2,74,50.6,30,3,4.8,27,2.62,6.66,0,55.1,44.6,91,54,30.143,29.836,15,18.4,76.8,7/27/2014,7,0.307
7/13/2014,59.6,75,50.8,30,2.4,4.1,45,1.66,5.7,0,55.1,45.1,94,44,30.149,29.882,17.3,26.5,77.8,7/13/2014,7,0.267
7/14/2014,59.6,72,49.2,30,1.8,3.3,82,1.73,5.77,0,55.1,47.4,95,36,30.089,29.909,10.4,17.3,77.5,7/14/2014,7,0.18
7/15/2014,58.6,74,49.9,29.8,3.1,5.1,57,1.92,5.96,0,55.1,47.6,93,49,30,29.679,20.7,31.1,77.1,7/15/2014,7,0.321
7/16/2014,55,84,49.8,29.8,2.3,4,70,2.19,6.23,0,55.1,49.6,94,51,29.865,29.673,13.8,18.4,77.2,7/16/2014,7,0.192
7/17/2014,55.7,78,48.5,29.8,1.7,3.3,112,2.2,6.24,0,55.1,43.3,95,57,29.963,29.766,10.4,13.8,67.1,7/17/2014,7,0.197
7/18/2014,60.7,58,42.7,29.8,2.7,4.7,296,2.21,6.25,0,55.1,44.1,94,21,29.826,29.629,15,24.2,77.7,7/18/2014,7,0.197
7/19/2014,65.4,44,37.3,29.7,2.7,4.7,287,2.21,6.25,0,55.1,43.9,83,12,29.838,29.583,13.8,19.6,81.5,7/19/2014,7,0.255
7/20/2014,66.5,41,38,29.7,3.5,5.6,255,2.21,6.25,0,55.1,44.9,74,15,29.841,29.636,17.3,25.3,83.9,7/20/2014,7,0.205
7/4/2014,61.7,54,41.3,29.9,4.7,7.3,267,0.24,4.28,0,55.1,47.3,87,18,29.963,29.767,18.4,27.6,79.1,7/4/2014,7,0.196
7/5/2014,64.4,47,39.1,29.9,3.7,5.9,260,0.25,4.29,0,55.1,45.4,92,16,30.039,29.715,20.7,27.6,80.1,7/5/2014,7,0.324
7/6/2014,67.4,37,36.8,29.8,2.9,4.9,335,0.25,4.29,0,55.1,46.8,67,13,29.919,29.597,16.1,21.9,83.2,7/6/2014,7,0.322
7/7/2014,68.1,46,38.5,29.7,4.6,7.6,321,0.37,4.41,0,55.1,45.5,90,9,29.83,29.606,19.6,29.9,87.3,7/7/2014,7,0.224
7/8/2014,61.9,67,50,29.8,3,5.3,72,0.38,4.42,0,55.1,53.9,87,43,29.984,29.704,11.5,17.3,77.6,7/8/2014,7,0.28
7/9/2014,65.6,49,42.7,29.7,3.8,6.2,276,0.38,4.42,0,55.1,45.7,90,15,29.861,29.551,21.9,32.2,81.1,7/9/2014,7,0.31
7/10/2014,72.2,32,38.9,29.6,4.8,7.8,252,0.4,4.44,0,55,59.7,80,17,29.641,29.495,15,21.9,80.8,7/10/2014,7,0.146
7/11/2014,66,58,49.2,29.7,4.4,6.8,255,0.49,4.53,0,55,57.2,89,28,29.843,29.593,13.8,19.6,78,7/11/2014,7,0.25
7/12/2014,60.3,79,53.3,29.9,3.2,5.3,44,1.44,5.48,0,55,52.3,91,51,30.041,29.795,18.4,24.2,76.3,7/12/2014,7,0.246
6/27/2014,61.9,34,32.4,29.4,5.6,9,258,0.12,4.04,0,55,51.4,60,21,29.52,29.302,23,50.6,77.4,6/27/2014,6,0.218
6/28/2014,60.6,32,28.7,29.6,8.3,13.1,253,0.12,4.04,0,55,50.2,69,15,29.719,29.49,21.9,33.4,75.4,6/28/2014,6,0.229
6/29/2014,65,30,28.8,29.6,4.7,7.4,250,0.12,4.04,0,55,38.9,68,12,29.784,29.487,20.7,31.1,81,6/29/2014,6,0.297
6/30/2014,65.1,32,29.9,29.6,4.8,8.3,292,0.12,4.04,0,55,45.1,64,11,29.751,29.507,15,27.6,80.5,6/30/2014,6,0.244
7/1/2014,56,49,36.1,29.9,2.8,5.1,105,0,4.04,0,55,38.3,77,33,30.012,29.751,15,20.7,67.8,7/1/2014,7,0.261
7/2/2014,60.4,53,42.7,29.9,2.8,5.2,102,0,4.04,0,54.9,49.6,76,36,29.996,29.813,11.5,19.6,77.5,7/2/2014,7,0.183
7/3/2014,62.1,54,41.8,29.8,2.5,4.4,52,0.13,4.17,0,54.9,41.8,90,17,29.954,29.706,18.4,24.2,79.4,7/3/2014,7,0.248
6/20/2014,59,38,28.7,29.8,3.6,5.6,208,0.12,4.04,0,54.9,35.2,77,9,29.983,29.664,16.1,19.6,77.1,6/20/2014,6,0.319
6/21/2014,58.5,44,34.9,29.7,2.7,4.6,2,0.12,4.04,0,54.9,39.8,71,17,29.849,29.587,26.5,34.5,76.9,6/21/2014,6,0.262
6/22/2014,58.1,47,35.9,29.7,3.9,6.4,229,0.12,4.04,0,54.8,45.4,77,17,29.859,29.631,19.6,27.6,77.4,6/22/2014,6,0.228
6/23/2014,55.9,66,43.5,29.8,4,6.6,55,0.12,4.04,0,54.8,39.1,91,35,29.923,29.749,15,21.9,77.5,6/23/2014,6,0.174
6/24/2014,58.7,65,46.2,29.8,3.5,6,66,0.12,4.04,0,54.8,47.4,92,41,29.892,29.745,16.1,19.6,77.5,6/24/2014,6,0.147
6/25/2014,62,52,41.5,29.7,2.6,4.5,58,0.12,4.04,0,54.8,46,88,13,29.836,29.593,13.8,19.6,78.5,6/25/2014,6,0.243
6/26/2014,65.5,39,32.4,29.5,4.6,7.3,245,0.12,4.04,0,54.8,42.2,91,11,29.688,29.237,18.4,27.6,81.4,6/26/2014,6,0.451
6/19/2014,56.4,37,25.7,29.9,6.9,10.5,244,0.12,4.04,0,54.8,40.8,89,12,29.981,29.744,19.6,29.9,74.2,6/19/2014,6,0.237
6/8/2014,47,75,39.3,29.8,2.9,4.7,2,0.04,3.96,0,54.8,37.8,93,48,29.98,29.698,17.3,26.5,56.9,6/8/2014,6,0.282
6/9/2014,50.5,40,25.5,29.9,3.5,6.1,46,0.04,3.96,0,54.8,33.8,76,17,30.094,29.787,20.7,26.5,62.6,6/9/2014,6,0.307
6/10/2014,59.4,36,29.1,29.7,5.8,9.3,264,0.04,3.96,0,54.8,37,78,11,29.874,29.496,23,35.7,76.1,6/10/2014,6,0.378
6/11/2014,57.5,51,36.3,29.6,4.4,7.1,274,0.12,4.04,0,54.8,45.4,89,18,29.825,29.472,18.4,27.6,75.7,6/11/2014,6,0.353
6/12/2014,54.5,76,46.8,29.9,2.5,4.6,80,0.12,4.04,0,54.8,45.5,94,57,30,29.76,15,21.9,65.3,6/12/2014,6,0.24
6/13/2014,60.6,44,29.8,29.6,7.2,10.7,249,0.12,4.04,0,54.7,38.9,93,10,29.836,29.323,25.3,35.7,76.6,6/13/2014,6,0.513
6/14/2014,53.7,43,28.7,29.5,4.7,7.7,255,0.12,4.04,0,54.7,38.3,76,15,29.656,29.36,27.6,34.5,74.6,6/14/2014,6,0.296
6/15/2014,52.8,43,27.1,29.7,5.8,8.9,251,0.12,4.04,0,54.7,34.3,80,15,29.787,29.587,23,33.4,73.2,6/15/2014,6,0.2
6/16/2014,59.1,30,21.6,29.5,7.3,10.7,232,0.12,4.04,0,54.7,35.6,72,12,29.616,29.383,24.2,34.5,75.4,6/16/2014,6,0.233
6/17/2014,59.6,30,25,29.5,4.8,7.8,217,0.12,4.04,0,54.7,36.5,68,15,29.628,29.337,16.1,24.2,75.8,6/17/2014,6,0.291
6/18/2014,56.4,42,31.1,29.6,5.3,8.5,258,0.12,4.04,0,54.7,43.6,84,20,29.746,29.414,16.1,24.2,67.8,6/18/2014,6,0.332
5/30/2014,52.7,78,45.7,29.8,1.9,3.1,66,2.33,3.92,0,54.6,25.2,92,46,29.985,29.665,13.8,19.6,64.2,5/30/2014,5,0.32
5/31/2014,57.4,59,41,29.8,4.2,6.5,286,2.33,3.92,0,54.6,42.3,93,22,29.985,29.619,16.1,26.5,77.2,5/31/2014,5,0.366
6/1/2014,59.4,44,32.6,29.6,5.5,8.8,270,0,3.92,0,54.6,43.6,87,13,29.769,29.518,24.2,31.1,75.6,6/1/2014,6,0.251
6/2/2014,59.2,55,39.5,29.7,3.2,5.4,86,0,3.92,0,54.5,45.4,86,12,29.81,29.649,13.8,20.7,77.4,6/2/2014,6,0.161
6/3/2014,62.2,35,27.5,29.6,7,10.5,248,0,3.92,0,54.5,40.6,76,11,29.704,29.458,28.8,47.2,76.4,6/3/2014,6,0.246
6/4/2014,57.8,39,31.9,29.7,2.8,5.1,87,0,3.92,0,54.5,37,62,17,29.8,29.554,12.7,19.6,77,6/4/2014,6,0.246
6/5/2014,54.6,58,38.7,29.8,2.4,4.1,51,0,3.92,0,54.5,37.8,85,22,29.833,29.659,20.7,28.8,77.2,6/5/2014,6,0.174
6/6/2014,54.3,59,37.5,29.7,3.1,5.1,14,0.02,3.94,0,54.5,36.9,92,17,29.836,29.598,19.6,27.6,76.3,6/6/2014,6,0.238
6/7/2014,50.9,78,44,29.8,2.3,4.3,93,0.02,3.94,0,54.5,41.3,92,48,29.907,29.748,11.5,16.1,61,6/7/2014,6,0.159
5/25/2014,46.6,81,40.7,29.8,2.7,4.5,326,2.04,3.63,0,54.5,37.3,93,47,29.984,29.76,18.4,26.5,58.7,5/25/2014,5,0.224
5/28/2014,41.9,65,30.6,29.7,0.8,1.6,276,2.04,3.63,0,54.4,17,72,46,29.921,29.457,3.5,4.6,58.6,5/28/2014,5,0.464
5/29/2014,52.3,55,34.2,29.7,3.4,5.2,280,2.06,3.65,0,54.4,13.3,80,19,29.911,29.386,19.6,28.8,77.4,5/29/2014,5,0.525
5/16/2014,47.2,60,31.6,29.9,4.1,7.1,285,1.23,2.82,0,54.4,34,90,22,30.025,29.802,15,25.3,58.3,5/16/2014,5,0.223
5/17/2014,49,68,37,29.8,3.1,5.3,288,1.28,2.87,0,54.4,36.9,94,26,30.03,29.738,17.3,27.6,62.5,5/17/2014,5,0.292
5/18/2014,56.1,44,26.7,29.6,4.7,7.1,237,1.28,2.87,0,54.4,33.8,92,13,29.828,29.341,21.9,28.8,74.6,5/18/2014,5,0.487
5/19/2014,55.8,34,22.6,29.5,6.6,9.9,240,1.28,2.87,0,54.4,34.7,68,11,29.653,29.424,24.2,34.5,73.2,5/19/2014,5,0.229
5/20/2014,54.2,62,41,29.7,2.8,5.5,116,1.28,2.87,0,54.4,44.2,81,45,29.784,29.616,11.5,19.6,62.8,5/20/2014,5,0.168
5/21/2014,50,74,41.8,29.9,1.9,3.6,71,1.34,2.93,0,54.4,40.9,89,48,29.998,29.782,12.7,19.6,61.5,5/21/2014,5,0.216
5/22/2014,52.2,69,41.2,29.9,1.7,3.4,116,1.34,2.93,0,54.4,39.8,89,22,30.029,29.838,10.4,16.1,75.8,5/22/2014,5,0.191
5/23/2014,49.9,73,40.7,29.9,2.6,4.7,69,1.45,3.04,0,54.4,37,92,37,30.03,29.815,11.5,19.6,64,5/23/2014,5,0.215
5/24/2014,49.8,78,42.5,29.8,3.4,5.5,108,1.76,3.35,0,54.4,39.9,94,54,29.895,29.73,13.8,18.4,61.6,5/24/2014,5,0.165
5/14/2014,39,44,17.7,30.3,5,8.1,297,1.06,2.65,0,54.4,29.4,72,21,30.457,30.187,21.9,32.2,50.9,5/14/2014,5,0.27
5/15/2014,40,63,27.6,30.2,2.3,4,41,1.06,2.65,0,54.3,26.4,86,33,30.29,30.022,17.3,26.5,52.8,5/15/2014,5,0.268
5/8/2014,39,72,29.7,29.7,3.4,5.7,75,0.28,1.87,0,54.2,31.5,92,35,29.864,29.633,16.1,24.2,49.2,5/8/2014,5,0.231
5/9/2014,42.5,53,25.7,29.8,6.9,10.4,241,0.29,1.88,0,54.2,32.8,87,30,29.842,29.632,25.3,40.3,54.5,5/9/2014,5,0.21
5/10/2014,43.3,58,28.8,29.7,6.3,9.3,239,0.35,1.94,0,54.2,34.6,88,34,29.782,29.594,20.7,27.6,52.8,5/10/2014,5,0.188
5/11/2014,31.2,90,28.5,29.9,0.6,1,74,0.78,2.37,0,54.2,25.8,93,85,30.151,29.575,10.4,17.3,40.6,5/11/2014,5,0.576
5/12/2014,26.8,75,19.6,30.3,3.9,5.7,47,0.99,2.58,0,54.2,18.8,89,57,30.558,30.126,18.4,24.2,32.2,5/12/2014,5,0.432
5/13/2014,29.1,58,15.1,30.5,1.8,3.3,277,1.06,2.65,0,54.2,12.9,83,31,30.618,30.457,11.5,16.1,42.1,5/13/2014,5,0.161
4/27/2014,38.6,41,16.8,29.3,14.8,21.8,246,0.37,1.59,0,54.2,35.5,50,36,29.536,29.055,29.9,48.3,43,4/27/2014,4,0.481
4/28/2014,35.3,34,9,29.7,11.5,17.8,254,0.37,1.59,0,54.1,31.2,48,17,29.988,29.536,31.1,40.3,43.2,4/28/2014,4,0.452
4/29/2014,34.6,41,12.5,30.1,5.8,9.6,294,0.37,1.59,0,54.1,29.5,75,27,30.241,29.956,20.7,32.2,41.6,4/29/2014,4,0.285
4/30/2014,36.1,37,11.4,30.2,6.6,11,315,0.37,1.59,0,54.1,27.9,54,22,30.307,30.164,25.3,36.8,46.5,4/30/2014,4,0.143
5/1/2014,41.9,27,8.1,30.1,4.9,8.4,295,0,1.59,0,54.1,26.3,47,11,30.271,29.946,19.6,29.9,55.9,5/1/2014,5,0.325
5/2/2014,53.5,27,19.3,29.8,5.7,9.5,284,0,1.59,0,54.1,35.5,44,17,29.953,29.686,16.1,26.5,66.2,5/2/2014,5,0.267
5/3/2014,58.7,21,17.1,29.7,7.8,12,258,0,1.59,0,54.1,44.1,42,9,29.798,29.579,25.3,33.4,72.9,5/3/2014,5,0.219
5/4/2014,58.3,18,11.8,29.6,6.4,10.2,262,0,1.59,0,54.1,41.5,38,7,29.692,29.508,23,34.5,72.9,5/4/2014,5,0.184
5/5/2014,54.4,19,10.6,29.6,4.8,7,238,0,1.59,0,54.1,40.5,38,8,29.734,29.474,19.6,26.5,70.3,5/5/2014,5,0.26
5/6/2014,54.9,23,15.7,29.4,4.8,7.8,223,0,1.59,0,54.1,38.4,59,11,29.514,29.265,21.9,26.5,67.1,5/6/2014,5,0.249
5/7/2014,43.2,65,31,29.5,3.3,5.4,75,0.25,1.84,0,54.1,34.7,88,21,29.633,29.314,15,18.4,53.6,5/7/2014,5,0.319
